actual_explainer_model_a,actual_explainer_model_b,arm_a,arm_b,athlete_band,explainer_model_a,explainer_model_b,explainer_temperature_a,explainer_temperature_b,explainer_verified_a,explainer_verified_b,feature_gaps,fixture_id,generation_condition_a,generation_condition_b,match_distance,match_rule,old_quality_score_a,old_quality_score_b,pair_id,plan_a_id,plan_b_id,plan_days,race_phase,readiness,recovery_capability,score_a,score_b,score_bin,score_bin_a,score_bin_b,score_gap,source_model_a,source_model_b,source_temperature_a,source_temperature_b,structural_score_a,structural_score_b,structural_score_gap,structural_score_version
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 31.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A1__r_low__rc_high__ph_peak","None","None","6.62","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0035","ab_A1__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002","ab_A1__r_low__rc_high__ph_peak__prog__exp_t000__s005","7","peak","low","high","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 11.0, ""mean_day_minutes"": 0.714, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 5.0}","ab_A1__r_low__rc_high__ph_peak","None","None","6.334","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0036","ab_A1__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A1__r_low__rc_high__ph_peak__prog__exp_t000__s019","7","peak","low","high","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 32.0, ""mean_day_minutes"": 4.571, ""n_active_days"": 3.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 3.0, ""total_minutes"": 32.0}","ab_A1__r_low__rc_high__ph_peak","None","None","10.371","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0037","ab_A1__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s016","ab_A1__r_low__rc_high__ph_peak__prog__exp_t000__s004","7","peak","low","high","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 26.0, ""mean_day_minutes"": 6.0, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 42.0}","ab_A1__r_low__rc_high__ph_peak","None","None","1.48","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0038","ab_A1__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A1__r_low__rc_high__ph_peak__prog__exp_t000__s002","7","peak","low","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 12.0, ""mean_day_minutes"": 4.571, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 32.0}","ab_A1__r_low__rc_high__ph_peak","None","None","3.971","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0039","ab_A1__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s006","ab_A1__r_low__rc_high__ph_peak__prog__exp_t000__s003","7","peak","low","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 42.0, ""mean_day_minutes"": 8.143, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 57.0}","ab_A1__r_low__rc_high__ph_peak","None","None","8.143","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0040","ab_A1__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s007","ab_A1__r_low__rc_high__ph_peak__prog__exp_t000__s001","7","peak","low","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 7.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A1__r_low__rc_low__ph_base","None","None","6.14","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0041","ab_A1__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A1__r_low__rc_low__ph_base__prog__exp_t000__s017","7","base","low","low","82.0","82.0","82","82","82","0.0","google/gemma-3-4b-it","None","None","None","82.0","82.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 5.0, ""mean_day_minutes"": 20.857, ""n_active_days"": 4.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 4.0, ""total_minutes"": 146.0}","ab_A1__r_low__rc_low__ph_base","None","None","21.437","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0042","ab_A1__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s008","ab_A1__r_low__rc_low__ph_base__prog__exp_t000__s011","7","base","low","low","81.714","82.0","82","82","82","0.286","Qwen/Qwen2.5-7B-Instruct","None","None","None","81.714","82.0","0.286","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 29.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A1__r_low__rc_low__ph_base","None","None","6.58","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0043","ab_A1__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A1__r_low__rc_low__ph_base__prog__exp_t000__s005","7","base","low","low","82.0","82.0","82","82","82","0.0","google/gemma-3-4b-it","None","None","None","82.0","82.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 17.0, ""mean_day_minutes"": 0.571, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 4.0}","ab_A1__r_low__rc_low__ph_base","None","None","6.431","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0044","ab_A1__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s006","ab_A1__r_low__rc_low__ph_base__prog__exp_t000__s019","7","base","low","low","82.0","82.0","82","82","82","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","82.0","82.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 10.0, ""mean_day_minutes"": 15.857, ""n_active_days"": 2.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 2.0, ""total_minutes"": 111.0}","ab_A1__r_low__rc_low__ph_base","None","None","12.737","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0045","ab_A1__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002","ab_A1__r_low__rc_low__ph_base__prog__exp_t000__s007","7","base","low","low","82.0","83.714","82","82","84","1.714","google/gemma-3-4b-it","None","None","None","82.0","83.714","1.714","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 6.0, ""mean_day_minutes"": 1.429, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 10.0}","ab_A1__r_low__rc_low__ph_base","None","None","0.349","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0046","ab_A1__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s003","ab_A1__r_low__rc_low__ph_base__prog__exp_t000__s002","7","base","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 4.0, ""mean_day_minutes"": 11.857, ""n_active_days"": 3.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 3.0, ""total_minutes"": 83.0}","ab_A1__r_low__rc_low__ph_base","None","None","14.977","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0047","ab_A1__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003","ab_A1__r_low__rc_low__ph_base__prog__exp_t000__s013","7","base","low","low","82.0","84.0","82","82","84","2.0","google/gemma-3-4b-it","None","None","None","82.0","84.0","2.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 0.0, ""mean_day_minutes"": 5.857, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 41.0}","ab_A1__r_low__rc_low__ph_base","None","None","0.937","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0048","ab_A1__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s005","ab_A1__r_low__rc_low__ph_base__prog__exp_t000__s014","7","base","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 28.0, ""mean_day_minutes"": 5.857, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 41.0}","ab_A1__r_low__rc_low__ph_base","None","None","7.497","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0049","ab_A1__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s007","ab_A1__r_low__rc_low__ph_base__prog__exp_t000__s001","7","base","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 5.0, ""mean_day_minutes"": 5.857, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 41.0}","ab_A1__r_low__rc_low__ph_base","None","None","8.037","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0050","ab_A1__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s009","ab_A1__r_low__rc_low__ph_base__prog__exp_t000__s006","7","base","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 5.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A1__r_low__rc_low__ph_peak","None","None","6.1","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0051","ab_A1__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s005","7","peak","low","low","82.0","82.0","82","82","82","0.0","google/gemma-3-4b-it","None","None","None","82.0","82.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 8.0, ""mean_day_minutes"": 1.571, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 11.0}","ab_A1__r_low__rc_low__ph_peak","None","None","6.411","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0052","ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s012","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s017","7","peak","low","low","82.0","82.0","82","82","82","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","82.0","82.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 11.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A1__r_low__rc_low__ph_peak","None","None","6.22","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0053","ab_A1__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s019","7","peak","low","low","82.0","82.0","82","82","82","0.0","google/gemma-3-4b-it","None","None","None","82.0","82.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 14.0, ""mean_day_minutes"": 10.429, ""n_active_days"": 2.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 2.0, ""total_minutes"": 73.0}","ab_A1__r_low__rc_low__ph_peak","None","None","11.949","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0054","ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s015","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s007","7","peak","low","low","82.0","82.286","82","82","82","0.286","Qwen/Qwen2.5-7B-Instruct","None","None","None","82.0","82.286","0.286","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 4.0, ""mean_day_minutes"": 9.143, ""n_active_days"": 3.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 3.0, ""total_minutes"": 64.0}","ab_A1__r_low__rc_low__ph_peak","None","None","14.543","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0055","ab_A1__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s002","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s013","7","peak","low","low","82.0","84.0","82","82","84","2.0","google/gemma-3-4b-it","None","None","None","82.0","84.0","2.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 24.0, ""mean_day_minutes"": 5.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 39.0}","ab_A1__r_low__rc_low__ph_peak","None","None","1.371","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0056","ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s002","7","peak","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 16.0, ""mean_day_minutes"": 6.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 46.0}","ab_A1__r_low__rc_low__ph_peak","None","None","1.371","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0057","ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s014","7","peak","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 9.0, ""mean_day_minutes"": 8.714, ""n_active_days"": 2.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 2.0, ""total_minutes"": 61.0}","ab_A1__r_low__rc_low__ph_peak","None","None","7.574","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0058","ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s007","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s008","7","peak","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A1","None","None","None","None","None","None","{""max_day_minutes"": 44.0, ""mean_day_minutes"": 7.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 49.0}","ab_A1__r_low__rc_low__ph_peak","None","None","8.0","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0059","ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s008","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s001","7","peak","low","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 31.0, ""mean_day_minutes"": 5.571, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 39.0}","ab_A2__r_high__rc_high__ph_base","None","None","7.511","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0060","ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s173","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s013","7","base","high","high","92.0","92.0","92","92","92","0.0","google/gemma-3-4b-it","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
